game_started,game_count,dayofweek,comp,round,venue,result,team,opponent,position,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,Name,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,player_name,name_prev_yr,same_team_prev_yr,same_league_prev_yr,gk_saves_prev_yr,games_prev_yr,minutes_prev_yr,goals_prev_yr,assists_prev_yr,cards_yellow_prev_yr,passes_prev_yr,assisted_shots_prev_yr,tackles_prev_yr,interceptions_prev_yr,clearances_prev_yr,fouls_prev_yr,fouled_prev_yr,team_prev_yr,crosses_prev_yr,shots_prev_yr,shots_on_target_prev_yr,games,gk_saves,clearances,assisted_shots,fouled,crosses,fouls
Y,10,Sat,Premier League,Matchweek 11,Away,L 0-1,Arsenal,Newcastle Utd,RW,90,0,0,0,0,1,0,0,0,53,1,0,3,0.0,0.0,0.0,2,0,36,41,87.8,1,35,1,2,0,Match Report,Bukayo Saka,0.0,86.0,0.0,0.0,2.6666666666666665,0.0,0.0,1.7777777777777777,0.0,0.7777777777777778,45.44444444444444,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,5.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,11,Sat,Premier League,Matchweek 12,Home,W 3-1,Arsenal,Burnley,RW,80,0,1,0,0,3,1,0,0,49,0,0,0,0.1,0.1,0.6,7,1,31,44,70.5,2,25,2,1,1,Match Report,Bukayo Saka,0.0,86.4,0.0,0.0,2.5,0.0,0.0,1.7,0.0,0.7,45.0,0.3,0.0,0.4,0.3,0.1,5.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,12,Sat,Premier League,Matchweek 13,Away,W 1-0,Arsenal,Brentford,RW,89,0,1,0,0,0,0,0,0,54,1,1,2,0.0,0.0,0.9,6,1,33,46,71.7,3,34,4,1,0,Match Report,Bukayo Saka,0.0,85.81818181818181,0.0,0.0,2.272727272727273,0.0,0.0,1.8181818181818181,0.0,0.7272727272727273,44.90909090909091,0.2727272727272727,0.0,0.36363636363636365,0.36363636363636365,0.09090909090909091,6.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,13,Sat,Premier League,Matchweek 14,Home,W 2-1,Arsenal,Wolves,RW,89,1,0,0,0,3,2,0,0,75,3,1,2,0.3,0.3,0.4,7,1,46,57,80.7,3,52,7,7,2,Match Report,Bukayo Saka,0.0,86.08333333333333,0.0,0.0,2.166666666666667,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,45.0,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.08333333333333333,6.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,14,Tue,Premier League,Matchweek 15,Away,W 4-3,Arsenal,Luton Town,RW,90,0,1,0,0,3,1,0,0,63,1,1,2,0.1,0.1,0.3,8,3,35,51,68.6,8,41,4,7,3,Match Report,Bukayo Saka,0.0,86.3076923076923,0.0,0.0,2.230769230769231,0.0,0.0,1.7692307692307692,0.0,0.7692307692307693,45.92307692307692,0.38461538461538464,0.0,0.38461538461538464,0.38461538461538464,0.07692307692307693,7.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,15,Sat,Premier League,Matchweek 16,Away,L 0-1,Arsenal,Aston Villa,RW,90,0,0,0,0,3,1,0,0,46,3,0,1,0.4,0.4,0.0,3,0,22,32,68.8,2,31,0,4,2,Match Report,Bukayo Saka,0.0,86.57142857142857,0.0,0.0,2.142857142857143,0.0,0.0,1.8571428571428572,0.0,0.7857142857142857,46.285714285714285,0.42857142857142855,0.0,0.35714285714285715,0.42857142857142855,0.07142857142857142,7.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,16,Sun,Premier League,Matchweek 17,Home,W 2-0,Arsenal,Brighton,RW,88,0,0,0,0,4,1,0,0,59,1,0,2,0.2,0.2,0.3,8,0,36,43,83.7,4,41,5,4,1,Match Report,Bukayo Saka,0.0,86.8,0.0,0.0,2.2,0.0,0.0,1.9333333333333333,0.0,0.8,45.333333333333336,0.4,0.0,0.3333333333333333,0.4,0.06666666666666667,8.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,17,Sat,Premier League,Matchweek 18,Away,D 1-1,Arsenal,Liverpool,RW,90,0,0,0,0,2,0,1,0,53,1,1,2,0.0,0.0,0.3,6,0,23,33,69.7,5,36,5,9,4,Match Report,Bukayo Saka,0.0,86.875,0.0,0.0,2.125,0.0,0.0,2.0625,0.0,0.8125,45.1875,0.375,0.0,0.3125,0.375,0.0625,8.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,18,Thu,Premier League,Matchweek 19,Home,L 0-2,Arsenal,West Ham,RW,90,0,0,0,0,9,3,0,0,93,3,0,0,0.6,0.6,0.4,12,0,61,72,84.7,6,74,9,5,1,Match Report,Bukayo Saka,0.0,87.05882352941177,0.0,0.0,2.0588235294117645,0.0,0.0,2.0588235294117645,0.0,0.7647058823529411,44.470588235294116,0.4117647058823529,0.0,0.29411764705882354,0.35294117647058826,0.11764705882352941,9.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,19,Sun,Premier League,Matchweek 20,Away,L 1-2,Arsenal,Fulham,"RW,WB",90,1,0,0,0,3,1,0,0,65,1,0,1,1.0,1.0,0.0,3,0,33,50,66.0,2,43,7,5,1,Match Report,Bukayo Saka,0.0,87.22222222222223,0.0,0.0,2.111111111111111,0.0,0.0,2.4444444444444446,0.0,0.8888888888888888,46.0,0.3888888888888889,0.0,0.2777777777777778,0.3333333333333333,0.1111111111111111,9.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,20,Sat,Premier League,Matchweek 21,Home,W 5-0,Arsenal,Crystal Palace,RW,90,0,1,0,0,2,0,0,0,52,2,1,1,0.1,0.1,1.0,7,2,28,38,73.7,3,27,4,2,0,Match Report,Bukayo Saka,0.0,87.36842105263158,0.0,0.0,2.0526315789473686,0.0,0.0,2.473684210526316,0.0,0.8947368421052632,46.21052631578947,0.3684210526315789,0.0,0.3157894736842105,0.3157894736842105,0.10526315789473684,10.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,21,Tue,Premier League,Matchweek 22,Away,W 2-1,Arsenal,Nott'ham Forest,RW,90,1,0,0,0,6,1,0,0,69,3,2,0,0.3,0.3,0.3,9,0,38,56,67.9,7,46,5,2,0,Match Report,Bukayo Saka,0.0,87.5,0.0,0.0,2.05,0.0,0.0,2.45,0.0,0.85,45.8,0.4,0.0,0.3,0.35,0.1,10.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,22,Sun,Premier League,Matchweek 23,Home,W 3-1,Arsenal,Liverpool,RW,78,1,0,0,0,3,1,0,0,43,1,0,1,1.2,1.2,0.0,2,0,18,32,56.3,2,21,4,0,0,Match Report,Bukayo Saka,0.0,87.61904761904762,0.0,0.0,2.0952380952380953,0.0,0.0,2.619047619047619,0.0,0.8571428571428571,46.285714285714285,0.47619047619047616,0.0,0.3333333333333333,0.3333333333333333,0.09523809523809523,11.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,23,Sun,Premier League,Matchweek 24,Away,W 6-0,Arsenal,West Ham,RW,66,2,0,1,1,7,2,0,0,70,1,0,2,1.7,0.9,0.3,10,1,49,55,89.1,9,49,5,5,2,Match Report,Bukayo Saka,0.0,87.18181818181819,0.0,0.0,2.0454545454545454,0.0,0.0,2.6363636363636362,0.0,0.8636363636363636,45.63636363636363,0.45454545454545453,0.0,0.36363636363636365,0.3181818181818182,0.09090909090909091,11.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,24,Sat,Premier League,Matchweek 25,Away,W 5-0,Arsenal,Burnley,RW,68,2,0,1,1,2,1,1,0,45,2,0,2,0.9,0.1,0.0,0,0,24,35,68.6,2,27,0,2,1,Match Report,Bukayo Saka,0.0,86.26086956521739,0.0,0.0,2.0,0.0,0.0,2.8260869565217392,0.0,0.9130434782608695,46.04347826086956,0.43478260869565216,0.0,0.43478260869565216,0.30434782608695654,0.08695652173913043,12.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,25,Sat,Premier League,Matchweek 26,Home,W 4-1,Arsenal,Newcastle Utd,RW,75,1,0,0,0,4,2,0,0,49,1,0,0,0.2,0.2,0.7,3,0,33,40,82.5,2,29,3,3,1,Match Report,Bukayo Saka,0.0,85.5,0.0,0.0,2.0,0.0,0.0,2.7916666666666665,0.0,0.9166666666666666,45.583333333333336,0.4166666666666667,0.0,0.5,0.2916666666666667,0.125,12.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,26,Mon,Premier League,Matchweek 27,Away,W 6-0,Arsenal,Sheffield Utd,RW,45,0,1,0,0,3,0,0,0,31,0,0,0,0.2,0.2,0.2,5,1,21,27,77.8,3,17,5,3,2,Match Report,Bukayo Saka,0.0,85.08,0.0,0.0,1.96,0.0,0.0,2.84,0.0,0.96,45.36,0.4,0.0,0.52,0.28,0.12,13.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,27,Sat,Premier League,Matchweek 28,Home,W 2-1,Arsenal,Brentford,RW,90,0,0,0,0,3,0,0,0,63,0,0,0,0.1,0.1,0.2,6,1,42,59,71.2,5,46,7,2,2,Match Report,Bukayo Saka,0.0,83.53846153846153,0.0,0.0,1.8846153846153846,0.0,0.0,2.8461538461538463,0.0,0.9230769230769231,44.65384615384615,0.38461538461538464,0.0,0.5,0.3076923076923077,0.11538461538461539,13.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,28,Sun,Premier League,Matchweek 30,Away,D 0-0,Arsenal,Manchester City,RW,77,0,0,0,0,0,0,0,0,30,4,0,1,0.0,0.0,0.0,0,0,12,16,75.0,0,16,1,1,0,Match Report,Bukayo Saka,0.0,83.77777777777777,0.0,0.0,1.8148148148148149,0.0,0.0,2.8518518518518516,0.0,0.8888888888888888,45.18518518518518,0.37037037037037035,0.0,0.48148148148148145,0.2962962962962963,0.1111111111111111,14.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,29,Sat,Premier League,Matchweek 32,Away,W 3-0,Arsenal,Brighton,RW,63,1,0,1,1,2,0,0,0,43,2,0,0,1.0,0.2,0.3,4,0,23,33,69.7,3,19,5,2,1,Match Report,Bukayo Saka,0.0,83.53571428571429,0.0,0.0,1.8928571428571428,0.0,0.0,2.75,0.0,0.8571428571428571,44.142857142857146,0.35714285714285715,0.0,0.4642857142857143,0.2857142857142857,0.10714285714285714,14.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,30,Sun,Premier League,Matchweek 33,Home,L 0-2,Arsenal,Aston Villa,"RW,WB",90,0,0,0,0,4,0,0,0,62,2,0,1,0.5,0.5,0.2,4,0,38,49,77.6,4,37,6,2,0,Match Report,Bukayo Saka,0.0,82.82758620689656,0.0,0.0,1.896551724137931,0.0,0.0,2.7241379310344827,0.0,0.8275862068965517,43.758620689655174,0.3448275862068966,0.0,0.4827586206896552,0.27586206896551724,0.10344827586206896,15.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,31,Sat,Premier League,Matchweek 34,Away,W 2-0,Arsenal,Wolves,RW,90,0,0,0,0,4,1,0,0,68,0,1,0,0.2,0.2,0.1,8,1,46,61,75.4,3,44,6,2,1,Match Report,Bukayo Saka,0.0,83.06666666666666,0.0,0.0,1.9,0.0,0.0,2.7666666666666666,0.0,0.8,43.93333333333333,0.3333333333333333,0.0,0.4666666666666667,0.26666666666666666,0.1,15.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,32,Tue,Premier League,Matchweek 29,Home,W 5-0,Arsenal,Chelsea,RW,81,0,1,0,0,4,1,0,0,42,2,1,0,0.1,0.1,0.6,8,2,29,34,85.3,4,24,6,2,1,Match Report,Bukayo Saka,0.0,83.29032258064517,0.0,0.0,1.8387096774193548,0.0,0.0,2.806451612903226,0.0,0.8064516129032258,44.483870967741936,0.3548387096774194,0.0,0.45161290322580644,0.25806451612903225,0.0967741935483871,16.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,33,Sun,Premier League,Matchweek 35,Away,W 3-2,Arsenal,Tottenham,"RW,RM",90,1,0,0,0,3,2,0,0,52,5,2,2,0.4,0.4,0.0,3,1,23,30,76.7,2,24,4,5,2,Match Report,Bukayo Saka,0.0,83.21875,0.0,0.0,1.84375,0.0,0.0,2.84375,0.0,0.8125,44.15625,0.375,0.0,0.4375,0.28125,0.09375,16.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,34,Sat,Premier League,Matchweek 36,Home,W 3-0,Arsenal,Bournemouth,RW,85,1,0,1,1,6,2,0,0,53,0,0,1,1.3,0.5,0.8,8,0,31,36,86.1,6,32,2,5,2,Match Report,Bukayo Saka,0.0,83.42424242424242,0.0,0.0,1.9393939393939394,0.0,0.0,2.8484848484848486,0.0,0.8484848484848485,43.72727272727273,0.42424242424242425,0.0,0.45454545454545453,0.2727272727272727,0.09090909090909091,17.0,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,35,Sun,Premier League,Matchweek 37,Away,W 1-0,Arsenal,Manchester Utd,RW,81,0,0,0,0,2,1,1,0,49,2,1,1,0.3,0.3,0.2,5,0,21,33,63.6,4,23,2,5,3,Match Report,Bukayo Saka,0.0,83.47058823529412,0.0,0.0,1.8823529411764706,0.0,0.0,2.9411764705882355,0.0,0.8823529411764706,43.5,0.4117647058823529,0.0,0.47058823529411764,0.2647058823529412,0.08823529411764706,17.5,Bukayo Saka,Bukayo Saka,True,False,0.0,1.0,0.0,0.3684210526315789,0.2894736842105263,0.15789473684210525,37.63157894736842,1.9736842105263157,1.6578947368421053,0.3684210526315789,0.5,1.131578947368421,1.7105263157894737,0.0,0.0,2.263157894736842,0.0,,,,,,,
Y,1,Mon,Premier League,Matchweek 5,Home,D 1-1,Nott'ham Forest,Burnley,LW,70,1,0,0,0,3,2,0,0,29,1,0,0,0.1,0.1,0.2,3,0,18,25,72.0,2,21,6,2,2,Match Report,Callum Hudson Odoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,2,Sat,Premier League,Matchweek 6,Away,L 0-2,Nott'ham Forest,Manchester City,"WB,LW",35,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.0,0.0,2,0,23,26,88.5,4,23,5,1,1,Match Report,Callum Hudson Odoi,0.0,70.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
Y,3,Sun,Premier League,Matchweek 7,Home,D 1-1,Nott'ham Forest,Brentford,LW,59,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.1,3,0,12,19,63.2,1,15,5,3,2,Match Report,Callum Hudson Odoi,0.0,52.5,0.0,0.0,0.5,0.0,0.0,1.5,0.0,1.0,25.5,0.0,0.0,0.5,0.0,0.0,1.5,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
Y,4,Sat,Premier League,Matchweek 8,Away,D 0-0,Nott'ham Forest,Crystal Palace,LW,65,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,2,0,23,28,82.1,1,22,2,6,3,Match Report,Callum Hudson Odoi,0.0,54.666666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,23.333333333333332,0.0,0.0,0.3333333333333333,0.0,0.0,2.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,5,Sat,Premier League,Matchweek 13,Home,L 2-3,Nott'ham Forest,Brighton,CM,29,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,3,1,16,21,76.2,5,15,3,0,0,Match Report,Callum Hudson Odoi,0.0,57.25,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.5,24.5,0.0,0.0,0.25,0.0,0.0,2.5,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,6,Sat,Premier League,Matchweek 14,Home,L 0-1,Nott'ham Forest,Everton,RW,26,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,3,0,14,21,66.7,0,17,3,2,2,Match Report,Callum Hudson Odoi,0.0,51.6,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.4,23.8,0.0,0.0,0.2,0.0,0.0,3.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
Y,7,Wed,Premier League,Matchweek 15,Away,L 0-5,Nott'ham Forest,Fulham,RW,57,0,0,0,0,0,0,0,0,33,0,1,1,0.0,0.0,0.0,0,0,19,22,86.4,2,19,0,5,1,Match Report,Callum Hudson Odoi,0.0,47.333333333333336,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.3333333333333333,23.333333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,3.5,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,8,Fri,Premier League,Matchweek 17,Home,L 0-2,Nott'ham Forest,Tottenham,"RW,CM",8,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,3,0,5,6,83.3,0,8,1,1,1,Match Report,Callum Hudson Odoi,0.0,48.714285714285715,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,23.142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,4.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,9,Sat,Premier League,Matchweek 18,Home,L 2-3,Nott'ham Forest,Bournemouth,DM,45,0,0,0,0,1,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,6,12,50.0,0,10,1,0,0,Match Report,Callum Hudson Odoi,0.0,43.625,0.0,0.0,0.25,0.0,0.0,0.375,0.0,0.25,21.0,0.125,0.0,0.125,0.0,0.0,4.5,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
Y,10,Tue,Premier League,Matchweek 19,Away,W 3-1,Nott'ham Forest,Newcastle Utd,LW,78,0,0,0,0,1,1,0,0,23,0,1,0,0.1,0.1,0.0,2,0,13,16,81.3,1,18,4,3,1,Match Report,Callum Hudson Odoi,0.0,43.77777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,20.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,5.0,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
N,11,Sat,Premier League,Matchweek 20,Home,W 2-1,Nott'ham Forest,Manchester Utd,LW,12,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,1,3,1,1,0,Match Report,Callum Hudson Odoi,0.0,47.2,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.3,19.6,0.2,0.0,0.1,0.0,0.0,5.5,Callum Hudson Odoi,Callum Hudson Odoi,False,False,0.0,1.0,43.214285714285715,0.0,0.07142857142857142,0.0,17.714285714285715,0.9285714285714286,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.4285714285714286,0.0,0.0,0.2857142857142857,0.0,,,,,,,
